,service_date,day_type,bus,rail_boardings,total_rides
4373,02/13/2002,W,1019675,612626,1632301
4374,01/08/2024,W,517198,326817,844015
4375,10/02/2018,W,870588,824655,1695243
4376,01/22/2007,W,1002003,616824,1618827
4377,12/19/2020,A,201406,101970,303376
4378,04/04/2007,W,874823,565985,1440808
4379,09/23/2011,W,1013491,751348,1764839
4380,08/06/2023,U,264872,298188,563060
4381,04/25/2022,W,454532,293934,748466
4382,09/20/2004,W,1037831,618982,1656813
4383,11/14/2022,W,479311,330831,810142
4384,06/04/2023,U,278304,238509,516813
4385,11/08/2005,W,998603,642398,1641001
4386,05/06/2008,W,1122716,651484,1774200
4387,06/21/2018,W,628563,683599,1312162
4388,06/07/2011,W,1023477,727689,1751166
4389,11/15/2011,W,1079072,770828,1849900
4390,12/14/2011,W,939524,675577,1615101
4391,03/05/2003,W,868551,583929,1452480
4392,06/10/2012,U,509071,404744,913815
4393,02/09/2010,W,913022,646792,1559814
4394,03/08/2019,W,781577,684186,1465763
4395,01/13/2023,W,443233,292169,735402
4396,03/29/2008,A,688035,319080,1007115
4397,08/03/2020,W,324028,152552,476580
4398,09/10/2010,W,1067844,740993,1808837
4399,03/21/2020,A,185406,86695,272101
4400,05/25/2006,W,978387,639540,1617927
4401,12/22/2005,W,912016,544544,1456560
4402,04/14/2010,W,1043690,714316,1758006
4403,03/08/2022,W,464441,303631,768072
4404,09/18/2014,W,967453,848591,1816044
4405,01/13/2006,W,887164,585207,1472371
4406,01/29/2011,A,617408,381200,998608
4407,04/16/2013,W,1014884,753356,1768240
4408,10/09/2015,W,931769,854606,1786375
4409,10/11/2013,W,1033797,792305,1826102
4410,03/09/2008,U,415621,215690,631311
4411,11/29/2013,W,625605,448939,1074544
4412,03/27/2019,W,802407,693509,1495916
4413,01/06/2012,W,870446,666379,1536825
4414,11/11/2021,W,349696,286823,636519
4415,07/27/2006,W,894993,663387,1558380
4416,06/14/2012,W,959511,783352,1742863
4417,06/28/2009,U,516762,469985,986747
4418,07/27/2009,W,939982,648312,1588294
4419,10/13/2008,W,909500,599831,1509331
4420,09/03/2022,A,329125,291196,620321
4421,03/30/2011,W,1022399,692860,1715259
4422,03/24/2017,W,821828,715787,1537615
4423,04/06/2008,U,523895,249096,772991
4424,05/08/2004,A,628268,316493,944761
4425,09/02/2004,W,953427,599495,1552922
4426,08/27/2017,U,358840,336109,694949
4427,04/25/2009,A,612802,358235,971037
4428,07/31/2001,W,884617,596502,1481119
4429,03/08/2001,W,1000946,611371,1612317
4430,05/22/2022,U,221756,193002,414758
4431,11/13/2023,W,558320,370511,928831
4432,06/07/2004,W,975883,602548,1578431
4433,03/20/2021,A,246067,141702,387769
4434,03/30/2020,W,208762,96996,305758
4435,11/11/2019,W,590714,604475,1195189
4436,04/18/2006,W,1000958,646316,1647274
4437,10/09/2012,W,1088484,795608,1884092
4438,09/19/2021,U,221743,220835,442578
4439,11/18/2010,W,984043,712787,1696830
4440,06/27/2019,W,763256,757999,1521255
4441,05/26/2024,U,279820,220267,500087
4442,08/12/2023,A,370464,315090,685554
4443,09/28/2023,W,597723,437574,1035297
4444,05/31/2024,W,590998,410904,1001902
4445,12/13/2005,W,984740,612377,1597117
4446,07/08/2024,W,523371,364702,888073
4447,02/07/2007,W,933093,593113,1526206
4448,01/27/2019,U,258884,221081,479965
4449,06/25/2006,U,407079,302719,709798
4450,08/29/2007,W,961627,640436,1602063
4451,03/19/2005,A,610862,312814,923676
4452,08/29/2020,A,228415,120335,348750
4453,11/17/2007,A,651609,373784,1025393
4454,11/13/2018,W,824479,769160,1593639
4455,06/02/2018,A,496149,437154,933303
4456,10/07/2004,W,1065448,640106,1705554
4457,08/21/2007,W,927597,600468,1528065
4458,09/26/2006,W,1054882,695484,1750366
4459,07/30/2024,W,564465,418450,982915
4460,11/10/2007,A,699360,323757,1023117
4461,02/07/2021,U,110637,64459,175096
4462,04/30/2011,A,677693,452569,1130262
4463,10/14/2008,W,1165787,704419,1870206
4464,05/03/2005,W,1045152,610739,1655891
4465,02/18/2001,U,388788,176855,565643
4466,03/10/2008,W,1024901,606737,1631638
4467,01/12/2004,W,982070,588906,1570976
4468,07/22/2019,W,733191,716299,1449490
4469,12/30/2024,W,447644,285475,733119
4470,09/01/2003,U,326772,199296,526068
4471,11/01/2019,W,798542,719267,1517809
4472,08/06/2024,W,536195,418245,954440
4473,05/08/2017,W,829268,722987,1552255
4474,11/04/2022,W,489779,345651,835430
4475,05/15/2021,A,234951,166559,401510
4476,03/31/2016,W,832775,758014,1590789
4477,02/03/2020,W,816538,689308,1505846
4478,04/09/2020,W,189898,86725,276623
4479,05/11/2005,W,908042,592526,1500568
4480,10/06/2002,U,423210,223075,646285
4481,05/16/2009,A,746301,406577,1152878
4482,10/30/2020,W,334559,172445,507004
4483,05/18/2022,W,452731,322841,775572
4484,12/23/2008,W,742980,501283,1244263
4485,06/21/2009,U,514773,292519,807292
4486,09/19/2002,W,1038608,640884,1679492
4487,03/24/2004,W,917804,565878,1483682
4488,12/07/2019,A,472207,404394,876601
4489,07/03/2022,U,234889,221003,455892
4490,06/25/2011,A,672716,511370,1184086
4491,03/17/2001,A,602158,343893,946051
4492,06/23/2014,W,825185,726655,1551840
4493,04/10/2021,A,212976,129831,342807
4494,08/27/2023,U,289983,218533,508516
4495,12/15/2019,U,348516,255659,604175
4496,03/25/2003,W,973017,594589,1567606
4497,11/23/2024,A,384030,340935,724965
4498,10/28/2009,W,1091208,699543,1790751
4499,05/23/2023,W,537810,406630,944440
4500,01/29/2013,W,1009440,728633,1738073
4501,07/08/2008,W,1052665,666338,1719003
4502,11/10/2020,W,298502,153003,451505
4503,10/11/2001,W,1025128,647937,1673065
4504,02/04/2023,A,295858,188543,484401
4505,04/17/2012,W,1056910,744763,1801673
4506,11/05/2021,W,403870,312819,716689
4507,11/07/2003,W,906629,620991,1527620
4508,10/11/2004,W,798129,533211,1331340
4509,04/29/2016,W,893284,815629,1708913
4510,09/26/2015,A,598862,565634,1164496
4511,09/04/2015,W,869966,802219,1672185
4512,11/03/2020,W,317723,149741,467464
4513,11/17/2019,U,340985,280372,621357
4514,11/26/2015,U,288282,234285,522567
4515,02/13/2009,W,1008863,643066,1651929
4516,06/20/2014,W,813597,775063,1588660
4517,11/03/2010,W,1067432,725866,1793298
4518,06/17/2014,W,806325,738327,1544652
4519,09/07/2022,W,534473,388259,922732
4520,06/06/2020,A,184406,69622,254028
4521,08/30/2018,W,776906,780357,1557263
4522,09/15/2020,W,323465,166872,490337
4523,09/29/2020,W,323062,167874,490936
4524,05/27/2024,U,306648,205186,511834
4525,01/15/2023,U,220389,154138,374527
4526,04/28/2019,U,338518,289270,627788
4527,07/25/2014,W,813032,793426,1606458
4528,10/15/2004,W,1030816,634543,1665359
4529,05/22/2002,W,999920,618307,1618227
4530,04/18/2021,U,177249,112596,289845
4531,06/12/2006,W,960901,623525,1584426
4532,01/28/2023,A,270454,190883,461337
4533,12/05/2016,W,841336,735184,1576520
4534,07/24/2022,U,209703,202481,412184
4535,03/05/2019,W,761781,692945,1454726
4536,04/11/2014,W,953384,803062,1756446
4537,02/12/2007,W,793846,530211,1324057
4538,02/04/2015,W,957218,791399,1748617
4539,10/18/2002,W,1059316,643043,1702359
4540,09/20/2020,U,175502,101785,277287
4541,02/03/2008,U,416661,216443,633104
4542,11/02/2018,W,785859,754310,1540169
4543,01/14/2010,W,1036398,641827,1678225
4544,03/11/2023,A,326961,340919,667880
4545,09/16/2013,W,1033555,776155,1809710
4546,10/23/2020,W,288787,166459,455246
4547,11/04/2012,U,486060,347411,833471
4548,07/22/2017,A,485978,471542,957520
4549,11/16/2008,U,459244,245130,704374
4550,12/07/2007,W,956775,609732,1566507
4551,08/06/2016,A,539382,467180,1006562
4552,08/17/2008,U,539476,317781,857257
4553,11/19/2009,W,1021173,682045,1703218
4554,01/02/2024,W,417384,278216,695600
4555,04/24/2022,U,192744,162462,355206
4556,07/26/2010,W,915404,658817,1574221
4557,10/16/2023,W,551971,374520,926491
4558,07/03/2001,W,990209,827670,1817879
4559,07/29/2019,W,677033,663313,1340346
4560,12/08/2018,A,456911,399714,856625
4561,08/06/2011,A,682517,569511,1252028
4562,07/10/2008,W,1029219,674645,1703864
4563,06/24/2001,U,443240,281620,724860
4564,12/10/2022,A,301199,250406,551605
4565,03/14/2004,U,376244,200734,576978
4566,03/23/2017,W,802941,708026,1510967
4567,02/27/2003,W,951569,599144,1550713
4568,08/03/2004,W,933741,570440,1504181
4569,10/16/2008,W,1166556,715760,1882316
4570,01/25/2003,A,547944,259287,807231
4571,01/30/2020,W,787640,718793,1506433
4572,03/09/2022,W,466984,310336,777320
4573,06/13/2013,W,1031992,761985,1793977
4574,08/14/2024,W,566338,414324,980662
4575,07/18/2006,W,927651,675064,1602715
4576,09/18/2007,W,1104193,689330,1793523
4577,12/18/2024,W,577854,382314,960168
4578,06/02/2015,W,933346,779073,1712419
4579,05/20/2013,W,1008704,681176,1689880
4580,08/19/2010,W,940943,688195,1629138
4581,06/30/2010,W,939032,726101,1665133
4582,12/31/2002,W,792623,456865,1249488
4583,01/12/2005,W,972407,589359,1561766
4584,02/15/2024,W,568392,387472,955864
4585,04/22/2012,U,448386,333024,781410
4586,08/09/2021,W,334547,240520,575067
4587,08/24/2013,A,632311,465546,1097857
4588,08/25/2004,W,831352,570388,1401740
4589,01/23/2002,W,990484,600427,1590911
4590,01/21/2018,U,316648,259818,576466
4591,09/08/2023,W,555213,397332,952545
4592,03/27/2018,W,688138,684664,1372802
4593,05/09/2017,W,827183,738712,1565895
4594,08/25/2015,W,838405,768794,1607199
4595,11/03/2002,U,418620,211506,630126
4596,07/03/2011,U,546895,441925,988820
4597,09/20/2013,W,1034561,800104,1834665
4598,03/15/2003,A,637081,381570,1018651
4599,03/15/2015,U,432055,362045,794100
4600,04/24/2010,A,588835,385430,974265
4601,05/26/2013,U,460009,336563,796572
4602,10/12/2009,W,827772,594084,1421856
4603,05/12/2008,W,1070403,630574,1700977
4604,02/15/2013,W,1013485,731689,1745174
4605,01/05/2003,U,377813,177159,554972
4606,07/02/2019,W,732483,698347,1430830
4607,01/12/2021,W,277882,136866,414748
4608,05/04/2018,W,830802,736342,1567144
4609,09/15/2017,W,871656,838001,1709657
4610,07/18/2020,A,219217,109549,328766
4611,01/01/2020,U,267300,255759,523059
4612,09/13/2012,W,991316,793145,1784461
4613,09/20/2006,W,1053131,700536,1753667
4614,07/31/2003,W,889575,617395,1506970
4615,02/20/2005,U,365108,192834,557942
4616,08/29/2006,W,891705,638128,1529833
4617,11/25/2021,U,136680,103108,239788
4618,07/10/2011,U,487215,355799,843014
4619,12/19/2021,U,193554,150673,344227
4620,08/31/2004,W,899858,586695,1486553
4621,07/10/2001,W,937066,610069,1547135
4622,08/03/2003,U,387659,244986,632645
4623,11/23/2015,W,877236,781545,1658781
4624,04/20/2001,W,922082,590659,1512741
4625,12/10/2014,W,914038,763277,1677315
4626,09/26/2013,W,1047323,813509,1860832
4627,08/08/2005,W,910549,590758,1501307
4628,06/24/2009,W,937838,642145,1579983
4629,03/22/2004,W,941254,559786,1501040
4630,05/01/2019,W,841583,729104,1570687
4631,11/03/2004,W,1075369,625991,1701360
4632,10/02/2010,A,620784,423372,1044156
4633,02/25/2006,A,580618,314037,894655
4634,07/26/2009,U,490518,334490,825008
4635,03/26/2017,U,340733,292995,633728
4636,09/27/2015,U,422542,406802,829344
4637,07/29/2022,W,430804,378849,809653
4638,07/31/2014,W,819409,785640,1605049
4639,03/24/2011,W,984660,671765,1656425
4640,02/15/2001,W,1028938,613323,1642261
4641,03/30/2002,A,616271,268843,885114
4642,03/07/2013,W,1039889,724517,1764406
4643,05/22/2005,U,436056,249081,685137
4644,04/21/2021,W,313705,173325,487030
4645,04/16/2002,W,899896,599906,1499802
4646,01/06/2019,U,318623,260556,579179
4647,08/28/2005,U,445633,273101,718734
4648,08/19/2009,W,917526,624721,1542247
4649,06/14/2008,A,785252,368109,1153361
4650,06/23/2020,W,299680,131100,430780
4651,11/07/2023,W,588549,424318,1012867
4652,08/31/2018,W,773345,726643,1499988
4653,03/31/2018,A,428294,349132,777426
4654,11/03/2018,A,513626,428523,942149
4655,12/23/2020,W,283137,138325,421462
4656,03/11/2006,A,614019,386305,1000324
4657,09/04/2020,W,339339,176834,516173
4658,05/02/2007,W,1067338,617675,1685013
4659,07/29/2003,W,903830,615414,1519244
4660,02/09/2021,W,260772,137064,397836
4661,12/05/2006,W,992857,620241,1613098
4662,03/06/2018,W,818087,723274,1541361
4663,02/20/2024,W,591252,389327,980579
4664,07/13/2021,W,375230,250575,625805
4665,04/30/2020,W,224948,79783,304731
4666,02/21/2009,A,578539,329252,907791
4667,04/04/2013,W,1015284,759059,1774343
4668,02/04/2021,W,278515,147593,426108
4669,05/06/2019,W,803622,724230,1527852
4670,10/30/2001,W,994503,629005,1623508
4671,10/02/2024,W,663546,452173,1115719
4672,02/21/2007,W,1036604,631249,1667853
4673,10/07/2022,W,497726,385824,883550
4674,06/06/2024,W,606273,440625,1046898
4675,06/09/2003,W,987516,590887,1578403
4676,09/27/2001,W,1024125,642860,1666985
4677,10/12/2010,W,1068010,736048,1804058
4678,10/07/2001,U,404926,287483,692409
4679,10/25/2016,W,876768,801123,1677891
4680,09/12/2002,W,1059762,645114,1704876
4681,05/01/2020,W,272700,89139,361839
4682,01/18/2009,U,397317,224910,622227
4683,08/02/2016,W,795778,779493,1575271
4684,01/19/2020,U,256029,219005,475034
4685,02/13/2020,W,746798,689019,1435817
4686,05/14/2005,A,615871,324491,940362
4687,02/02/2001,W,966701,577767,1544468
4688,03/24/2024,U,279349,206108,485457
4689,01/11/2021,W,262355,129615,391970
4690,11/20/2020,W,297292,149612,446904
4691,12/07/2015,W,898172,758242,1656414
4692,09/04/2002,W,1087925,634665,1722590
4693,08/20/2005,A,659629,361304,1020933
4694,11/08/2023,W,578329,422082,1000411
4695,07/17/2021,A,296714,245066,541780
4696,12/14/2006,W,1007667,626704,1634371
4697,01/20/2021,W,257638,131313,388951
4698,08/02/2005,W,939108,600448,1539556
4699,05/05/2017,W,840819,771492,1612311
4700,05/10/2024,W,591810,378284,970094
4701,09/24/2007,W,1065887,649262,1715149
4702,02/03/2006,W,1020411,627330,1647741
4703,01/13/2021,W,282529,140007,422536
4704,07/06/2009,W,966889,643223,1610112
4705,01/08/2021,W,272827,137181,410008
4706,12/14/2001,W,982986,600798,1583784
4707,08/30/2017,W,801205,779477,1580682
4708,01/19/2005,W,947581,583108,1530689
4709,10/21/2019,W,739027,727743,1466770
4710,02/06/2005,U,413456,196102,609558
4711,04/17/2017,W,809433,738426,1547859
4712,02/24/2006,W,987623,615401,1603024
4713,10/27/2008,W,1085873,677343,1763216
4714,11/02/2020,W,301558,154284,455842
4715,08/27/2002,W,923644,596884,1520528
4716,02/23/2020,U,357784,260505,618289
4717,11/01/2013,W,937537,783970,1721507
4718,03/21/2012,W,1050000,723631,1773631
4719,11/18/2017,A,426814,429256,856070
4720,04/23/2010,W,996166,671480,1667646
4721,03/01/2012,W,1075076,739664,1814740
4722,01/13/2003,W,973653,585781,1559434
4723,11/11/2013,W,727925,671720,1399645
4724,04/03/2016,U,396042,345432,741474
4725,07/13/2015,W,784509,727235,1511744
4726,10/07/2024,W,623133,406230,1029363
4727,06/25/2024,W,537591,390929,928520
4728,06/05/2016,U,415836,395977,811813
4729,11/27/2012,W,1016872,734908,1751780
4730,11/29/2012,W,1028698,752188,1780886
4731,12/09/2003,W,959147,594395,1553542
4732,06/19/2023,W,384578,261569,646147
4733,04/30/2004,W,988876,579995,1568871
4734,12/31/2014,W,599316,642981,1242297
4735,11/07/2012,W,1053498,782333,1835831
4736,08/15/2011,W,936932,668224,1605156
4737,11/05/2001,W,1057697,629864,1687561
4738,12/11/2021,A,253954,221509,475463
4739,09/27/2017,W,882592,796822,1679414
4740,07/01/2004,W,953538,646062,1599600
4741,01/03/2008,W,783950,517492,1301442
4742,10/26/2006,W,994421,659139,1653560
4743,01/09/2013,W,989291,697979,1687270
4744,04/14/2017,W,692506,676016,1368522
4745,05/10/2020,U,134047,43773,177820
4746,10/29/2024,W,652674,444706,1097380
4747,01/13/2022,W,364235,218508,582743
4748,08/20/2002,W,918696,586734,1505430
4749,12/05/2001,W,1039940,622264,1662204
4750,01/27/2011,W,994412,685346,1679758
4751,02/21/2004,A,585429,288901,874330
4752,12/21/2024,A,346988,234439,581427
4753,08/23/2018,W,751380,748147,1499527
4754,05/10/2015,U,385323,315215,700538
4755,06/06/2014,W,906586,796373,1702959
4756,03/22/2002,W,961386,564876,1526262
4757,09/20/2007,W,1085299,682588,1767887
4758,08/14/2001,W,866757,598019,1464776
4759,04/15/2001,U,364972,163191,528163
4760,04/10/2004,A,568003,263036,831039
4761,05/30/2008,W,1079526,637842,1717368
4762,11/01/2007,W,1102515,662120,1764635
4763,02/19/2017,U,383581,328391,711972
4764,07/03/2014,W,856556,727253,1583809
4765,09/08/2024,U,320438,267262,587700
4766,01/29/2015,W,898174,760217,1658391
4767,01/28/2009,W,1044085,653089,1697174
4768,05/30/2022,U,235865,210421,446286
4769,06/29/2009,W,961592,649188,1610780
4770,07/18/2015,A,529845,515769,1045614
4771,01/22/2010,W,1061872,642443,1704315
4772,03/30/2008,U,442777,233663,676440
4773,01/19/2009,W,665251,409551,1074802
4774,01/20/2018,A,438286,449322,887608
4775,08/05/2023,A,338701,346075,684776
4776,07/08/2019,W,738529,696647,1435176
4777,08/04/2005,W,941632,597051,1538683
4778,09/25/2011,U,448547,333394,781941
4779,07/18/2013,W,904388,720245,1624633
4780,10/22/2021,W,446072,328904,774976
4781,05/29/2024,W,612055,423439,1035494
4782,02/24/2022,W,417551,290246,707797
4783,06/11/2020,W,282597,110709,393306
4784,11/20/2015,W,894949,812590,1707539
4785,02/26/2024,W,560355,347691,908046
4786,06/17/2006,A,616266,384541,1000807
4787,10/01/2009,W,1092443,714559,1807002
4788,10/07/2008,W,1133103,689214,1822317
4789,06/20/2021,U,194025,158875,352900
4790,01/26/2005,W,947433,581016,1528449
4791,05/06/2018,U,359516,315030,674546
4792,11/05/2011,A,686104,513654,1199758
4793,01/16/2013,W,1000782,726032,1726814
4794,11/04/2018,U,322036,291311,613347
4795,10/25/2014,A,586281,500235,1086516
4796,05/24/2009,U,511582,288558,800140
4797,09/11/2022,U,180862,175036,355898
4798,06/12/2021,A,265224,224185,489409
4799,01/16/2011,U,386280,260631,646911
4800,06/22/2014,U,452933,427533,880466
4801,08/21/2002,W,904673,572717,1477390
4802,07/22/2023,A,360932,312905,673837
4803,04/22/2010,W,976688,683400,1660088
4804,06/16/2008,W,999214,614395,1613609
4805,07/27/2020,W,295579,144168,439747
4806,06/05/2007,W,1067413,643474,1710887
4807,04/01/2020,W,235503,100042,335545
4808,03/20/2014,W,957032,786292,1743324
4809,06/13/2005,W,973038,628857,1601895
4810,10/04/2006,W,1026517,675804,1702321
4811,07/25/2017,W,765040,772350,1537390
4812,11/17/2018,A,437661,453688,891349
4813,02/06/2022,U,179811,125211,305022
4814,04/26/2007,W,954930,604957,1559887
4815,11/08/2002,W,995294,646927,1642221
4816,11/16/2017,W,831869,773696,1605565
4817,05/19/2013,U,485211,363850,849061
4818,10/09/2006,W,806458,572361,1378819
4819,03/21/2011,W,1009091,661503,1670594
4820,07/14/2001,A,629660,333365,963025
4821,02/07/2024,W,595233,389227,984460
4822,02/06/2013,W,1035100,739979,1775079
4823,04/17/2020,W,205280,77935,283215
4824,05/24/2023,W,535858,401039,936897
4825,07/05/2016,W,769179,735491,1504670
4826,04/09/2002,W,1013106,607047,1620153
4827,02/16/2014,U,401088,324457,725545
4828,09/19/2011,W,1056731,758422,1815153
4829,04/01/2004,W,1000741,592854,1593595
4830,11/26/2012,W,1006387,717499,1723886
4831,05/21/2014,W,925959,790957,1716916
4832,05/01/2012,W,1073425,743154,1816579
4833,02/23/2015,W,857014,700742,1557756
4834,04/08/2013,W,977325,737437,1714762
4835,06/08/2009,W,1003036,633669,1636705
4836,04/13/2006,W,871878,634065,1505943
4837,12/13/2008,A,625939,350799,976738
4838,04/27/2016,W,856722,782591,1639313
4839,10/09/2020,W,335842,183544,519386
4840,05/01/2005,U,406509,215144,621653
4841,05/15/2006,W,961857,601838,1563695
4842,10/04/2002,W,1024955,626723,1651678
4843,08/05/2017,A,503623,546783,1050406
4844,06/29/2005,W,871256,638601,1509857
4845,06/11/2021,W,375533,271425,646958
4846,12/01/2001,A,640965,307646,948611
4847,10/13/2022,W,533103,420167,953270
4848,05/31/2010,U,347857,243566,591423
4849,02/14/2023,W,510605,355572,866177
4850,10/06/2012,A,670397,522379,1192776
4851,12/02/2011,W,1095431,757734,1853165
4852,02/16/2019,A,438454,362613,801067
4853,12/19/2008,W,894131,596207,1490338
4854,11/09/2021,W,465479,324645,790124
4855,07/01/2011,W,940403,723107,1663510
4856,11/14/2010,U,483592,306831,790423
4857,08/28/2023,W,567171,371199,938370
4858,01/15/2003,W,928578,583104,1511682
4859,07/10/2016,U,409685,397778,807463
4860,08/01/2021,U,223161,244404,467565
4861,11/24/2023,W,323157,227199,550356
4862,10/16/2011,U,457725,351070,808795
4863,04/07/2009,W,948719,636189,1584908
4864,01/29/2001,W,953532,587052,1540584
4865,09/21/2001,W,967583,626032,1593615
4866,02/13/2018,W,832686,743502,1576188
4867,06/09/2009,W,1017857,645412,1663269
4868,07/12/2017,W,694204,702581,1396785
4869,05/15/2001,W,1035512,633053,1668565
4870,05/26/2007,A,556682,307727,864409
4871,12/03/2013,W,1011416,772345,1783761
4872,04/22/2002,W,974101,583247,1557348
4873,06/01/2010,W,1024767,669261,1694028
4874,06/04/2016,A,504778,462308,967086
4875,04/07/2006,W,880902,634777,1515679
4876,08/08/2024,W,555177,415675,970852
4877,12/10/2008,W,1041145,640709,1681854
4878,06/02/2019,U,370049,319334,689383
4879,08/30/2002,W,987793,608056,1595849
4880,07/14/2021,W,396163,262113,658276
4881,01/25/2009,U,376302,215452,591754
4882,05/07/2004,W,960594,591026,1551620
4883,02/25/2015,W,905748,752497,1658245
4884,08/19/2011,W,981727,751679,1733406
4885,12/30/2021,W,295024,194851,489875
4886,04/21/2012,A,656064,471715,1127779
4887,08/05/2024,W,501014,373023,874037
4888,04/04/2006,W,1042810,660381,1703191
4889,03/03/2018,A,489631,400158,889789
4890,07/05/2014,A,513494,439422,952916
4891,05/12/2009,W,1070549,675570,1746119
4892,03/13/2011,U,429046,284406,713452
4893,05/23/2009,A,700549,367228,1067777
4894,03/04/2002,W,726815,493625,1220440
4895,08/23/2012,W,996707,730663,1727370
4896,08/24/2016,W,751955,721826,1473781
4897,09/08/2004,W,1050697,637961,1688658
4898,03/02/2024,A,389713,252550,642263
4899,08/21/2005,U,511141,292892,804033
4900,12/31/2024,W,386206,281447,667653
4901,04/15/2008,W,1127401,649135,1776536
4902,10/04/2005,W,1099740,677721,1777461
4903,04/11/2006,W,885029,628374,1513403
4904,08/12/2022,W,430652,320260,750912
4905,11/15/2019,W,794430,732607,1527037
4906,10/14/2014,W,914687,814971,1729658
4907,06/29/2011,W,966399,754551,1720950
4908,03/31/2001,A,626223,280950,907173
4909,01/02/2005,U,373512,183672,557184
4910,11/28/2005,W,964783,610273,1575056
4911,10/27/2011,W,1061301,771358,1832659
4912,01/14/2006,A,558211,309983,868194
4913,07/07/2009,W,977293,670829,1648122
4914,10/10/2017,W,874192,822023,1696215
4915,02/13/2004,W,958969,580969,1539938
4916,10/05/2002,A,672805,338207,1011012
4917,09/12/2023,W,603242,432403,1035645
4918,11/12/2022,A,283958,233513,517471
4919,07/23/2021,W,386289,298869,685158
4920,02/21/2024,W,600241,395915,996156
4921,01/31/2018,W,815252,729419,1544671
4922,01/23/2005,U,345136,188044,533180
4923,08/22/2021,U,231270,202393,433663
4924,05/10/2023,W,544618,397870,942488
4925,01/11/2018,W,774197,695496,1469693
4926,01/24/2010,U,416766,239968,656734
4927,05/15/2005,U,400447,218269,618716
4928,03/25/2002,W,895573,544841,1440414
4929,09/01/2022,W,526641,371181,897822
4930,05/01/2013,W,1077184,762553,1839737
4931,08/05/2009,W,965266,653026,1618292
4932,01/13/2020,W,775861,699927,1475788
4933,03/07/2005,W,814934,533210,1348144
4934,09/10/2017,U,383625,375160,758785
4935,05/27/2004,W,960973,583639,1544612
4936,03/05/2013,W,915814,662182,1577996
4937,03/05/2022,A,291281,221714,512995
4938,07/17/2020,W,315882,161335,477217
4939,12/18/2016,U,270767,253184,523951
4940,10/24/2001,W,867027,625218,1492245
4941,06/27/2023,W,496729,395754,892483
4942,10/03/2001,W,1018388,657170,1675558
4943,03/17/2020,W,390091,217294,607385
4944,11/02/2023,W,579094,419780,998874
4945,08/02/2018,W,743458,861954,1605412
4946,11/08/2003,A,566334,320811,887145
4947,05/14/2020,W,211894,76152,288046
4948,06/24/2017,A,504647,482168,986815
4949,09/24/2020,W,321314,169953,491267
4950,05/30/2004,U,327264,185353,512617
4951,07/28/2003,W,849172,562933,1412105
4952,02/25/2007,U,331808,195652,527460
4953,04/10/2024,W,604655,405524,1010179
4954,01/24/2023,W,505791,355136,860927
4955,10/13/2019,U,319885,522816,842701
4956,05/31/2013,W,1044620,719350,1763970
4957,12/13/2017,W,800995,715178,1516173
4958,04/20/2013,A,615433,448035,1063468
4959,06/22/2009,W,957022,623252,1580274
4960,03/18/2024,W,535201,346463,881664
4961,03/29/2006,W,987756,636692,1624448
4962,10/10/2001,W,898767,637568,1536335
4963,12/28/2005,W,711850,462580,1174430
4964,06/06/2002,W,1044279,611344,1655623
4965,10/19/2011,W,987878,738984,1726862
4966,10/02/2003,W,1016259,641608,1657867
4967,10/18/2001,W,1017434,646140,1663574
4968,02/28/2008,W,1028392,620602,1648994
4969,05/04/2014,U,429710,356412,786122
4970,04/25/2010,U,387151,264966,652117
4971,08/25/2022,W,491181,367289,858470
4972,05/13/2011,W,1005681,728981,1734662
4973,10/26/2021,W,476997,320974,797971
4974,07/31/2020,W,338021,164604,502625
4975,01/06/2001,A,577401,255356,832757
4976,05/23/2020,A,198708,59164,257872
4977,10/29/2005,A,646559,378146,1024705
4978,11/05/2024,W,519574,379110,898684
4979,02/15/2007,W,933588,604415,1538003
4980,01/09/2015,W,715334,639901,1355235
4981,03/22/2009,U,471865,260374,732239
4982,05/18/2009,W,1045190,623839,1669029
4983,11/25/2012,U,417727,304336,722063
4984,04/19/2005,W,1011163,622316,1633479
4985,10/01/2001,W,1069361,639795,1709156
4986,09/05/2021,U,238982,232104,471086
4987,05/18/2006,W,987234,653070,1640304
4988,11/20/2002,W,1033748,630680,1664428
4989,08/05/2012,U,520813,454682,975495
4990,03/06/2008,W,1055418,624362,1679780
4991,04/17/2007,W,1058244,631795,1690039
4992,02/09/2003,U,367964,180861,548825
4993,01/26/2001,W,965324,597039,1562363
4994,09/29/2013,U,439655,360040,799695
4995,06/16/2020,W,301881,114566,416447
4996,12/24/2005,A,481238,198644,679882
4997,06/23/2006,W,905242,639365,1544607
4998,05/05/2021,W,346837,193605,540442
4999,08/07/2009,W,900717,695143,1595860
5000,03/18/2001,U,412146,194257,606403
5001,05/20/2020,W,253916,85596,339512
5002,04/18/2023,W,523866,378471,902337
5003,08/02/2023,W,519583,423358,942941
5004,01/01/2011,U,342872,239754,582626
5005,01/11/2005,W,954938,590368,1545306
5006,04/20/2007,W,1049980,647296,1697276
5007,08/28/2021,A,290939,232278,523217
5008,12/03/2021,W,460247,320326,780573
5009,12/21/2002,A,614025,284719,898744
5010,11/13/2009,W,1092994,693142,1786136
5011,03/15/2008,A,645518,407380,1052898
5012,02/12/2016,W,820833,706242,1527075
5013,10/07/2012,U,449748,512959,962707
5014,06/09/2011,W,925826,677601,1603427
