,service_date,day_type,bus,rail_boardings,total_rides
1820,11/08/2014,A,563782,492608,1056390
1821,07/30/2012,W,907631,705435,1613066
1822,06/11/2008,W,1100852,696784,1797636
1823,02/02/2011,W,219234,209287,428521
1824,03/13/2009,W,1075419,656181,1731600
1825,08/24/2021,W,382748,259641,642389
1826,01/12/2007,W,973391,603456,1576847
1827,06/04/2008,W,1114498,656098,1770596
1828,08/20/2022,A,276088,263681,539769
1829,04/08/2020,W,197789,88894,286683
1830,09/06/2023,W,578259,425429,1003688
1831,10/07/2019,W,845146,748413,1593559
1832,06/17/2018,U,351730,324959,676689
1833,05/10/2008,A,742741,326525,1069266
1834,12/25/2006,U,242369,112855,355224
1835,08/06/2008,W,1020516,684080,1704596
1836,09/26/2016,W,884989,787408,1672397
1837,11/09/2016,W,865500,817596,1683096
1838,05/30/2018,W,793348,716886,1510234
1839,07/11/2013,W,958922,787568,1746490
1840,07/05/2020,U,166998,84977,251975
1841,10/25/2007,W,1072949,672155,1745104
1842,06/15/2007,W,1018966,670995,1689961
1843,10/30/2012,W,1012512,765043,1777555
1844,05/26/2004,W,970166,583785,1553951
1845,07/11/2001,W,960775,614294,1575069
1846,06/25/2013,W,888128,694726,1582854
1847,05/31/2009,U,511749,289239,800988
1848,02/11/2017,A,497589,405211,902800
1849,11/26/2002,W,959679,611673,1571352
1850,07/02/2002,W,955991,621541,1577532
1851,10/09/2016,U,368515,528189,896704
1852,01/17/2023,W,496926,344762,841688
1853,07/13/2004,W,923012,571480,1494492
1854,12/23/2022,W,154576,107314,261890
1855,08/19/2016,W,743211,718317,1461528
1856,11/18/2014,W,846179,755916,1602095
1857,03/16/2020,W,493179,284844,778023
1858,07/11/2014,W,839507,817078,1656585
1859,12/29/2024,U,231003,158657,389660
1860,04/04/2012,W,954947,724726,1679673
1861,07/12/2011,W,953976,695840,1649816
1862,09/25/2002,W,1064437,666345,1730782
1863,01/03/2007,W,871683,561287,1432970
1864,11/10/2011,W,970822,755282,1726104
1865,10/15/2008,W,1115651,694445,1810096
1866,02/14/2006,W,1044587,644218,1688805
1867,12/25/2004,U,213912,87992,301904
1868,09/21/2010,W,1068204,750363,1818567
1869,09/23/2002,W,1055515,637798,1693313
1870,05/21/2008,W,1108988,647342,1756330
1871,04/10/2008,W,994944,620427,1615371
1872,02/06/2010,A,616747,354178,970925
1873,11/05/2009,W,1114979,710657,1825636
1874,02/07/2019,W,789342,732351,1521693
1875,06/30/2019,U,342891,473462,816353
1876,09/11/2013,W,1047538,783710,1831248
1877,05/04/2008,U,536640,245821,782461
1878,11/06/2005,U,425669,239193,664862
1879,12/25/2021,A,101622,63575,165197
1880,08/31/2019,A,482463,428658,911121
1881,07/15/2003,W,874304,618204,1492508
1882,02/14/2015,A,514916,380652,895568
1883,05/31/2021,U,194901,147880,342781
1884,11/10/2008,W,1000224,656658,1656882
1885,07/29/2023,A,364824,286441,651265
1886,04/05/2017,W,755345,732462,1487807
1887,03/19/2015,W,928929,771127,1700056
1888,12/06/2014,A,569561,490865,1060426
1889,09/12/2016,W,886146,784139,1670285
1890,12/31/2020,W,254787,114338,369125
1891,05/05/2011,W,1045556,720006,1765562
1892,12/31/2004,W,633996,364015,998011
1893,07/24/2012,W,902916,701367,1604283
1894,06/06/2004,U,433813,247799,681612
1895,06/16/2015,W,911783,818185,1729968
1896,05/10/2010,W,982426,680635,1663061
1897,12/15/2005,W,972435,621555,1593990
1898,05/05/2016,W,898541,818665,1717206
1899,06/04/2006,U,457674,274564,732238
1900,09/14/2003,U,386248,235410,621658
1901,10/27/2007,A,678861,330492,1009353
1902,08/20/2004,W,868398,568661,1437059
1903,12/17/2005,A,576780,326028,902808
1904,10/18/2020,U,150496,92227,242723
1905,09/15/2008,W,1140716,692029,1832745
1906,05/09/2005,W,960649,593537,1554186
1907,09/13/2021,W,450527,296554,747081
1908,06/13/2022,W,433682,306621,740303
1909,02/09/2012,W,1065885,741959,1807844
1910,03/30/2019,A,428233,346980,775213
1911,08/24/2018,W,692290,698828,1391118
1912,10/16/2003,W,1013203,650877,1664080
1913,10/18/2023,W,595182,439266,1034448
1914,09/05/2006,W,1056228,680476,1736704
1915,02/28/2021,U,158200,87008,245208
1916,09/13/2007,W,1073415,664991,1738406
1917,01/15/2016,W,858032,742622,1600654
1918,12/29/2004,W,726475,456993,1183468
1919,08/02/2012,W,956268,736721,1692989
1920,12/12/2010,U,330377,249350,579727
1921,07/20/2012,W,950944,732949,1683893
1922,08/08/2007,W,911127,598593,1509720
1923,06/02/2009,W,1036601,635007,1671608
1924,07/11/2018,W,772083,765257,1537340
1925,10/14/2006,A,622249,386404,1008653
1926,02/06/2009,W,1090042,639394,1729436
1927,05/28/2001,U,392906,191639,584545
1928,07/14/2014,W,803242,716634,1519876
1929,09/04/2016,U,427194,421479,848673
1930,05/27/2008,W,1026141,626634,1652775
1931,11/05/2019,W,855055,769233,1624288
1932,02/14/2020,W,674960,628729,1303689
1933,04/23/2016,A,503944,445282,949226
1934,11/27/2020,W,221878,106692,328570
1935,01/03/2021,U,140440,72391,212831
1936,12/10/2005,A,545442,331523,876965
1937,02/02/2003,U,415598,192294,607892
1938,06/19/2007,W,954392,618913,1573305
1939,11/13/2014,W,866929,789154,1656083
1940,04/21/2013,U,441267,313744,755011
1941,11/09/2013,A,589432,507077,1096509
1942,11/15/2006,W,1039976,661667,1701643
1943,09/08/2013,U,459104,371781,830885
1944,08/24/2022,W,509522,369646,879168
1945,07/05/2022,W,400714,283797,684511
1946,07/11/2003,W,907669,615433,1523102
1947,08/30/2009,U,505635,302535,808170
1948,08/15/2006,W,888214,618372,1506586
1949,07/01/2005,W,945326,662564,1607890
1950,04/14/2016,W,863513,805071,1668584
1951,10/19/2021,W,467179,323286,790465
1952,08/04/2008,W,929003,636533,1565536
1953,10/31/2017,W,843988,758455,1602443
1954,08/08/2017,W,761850,735234,1497084
1955,07/09/2016,A,536269,515738,1052007
1956,05/30/2002,W,990460,606972,1597432
1957,04/15/2011,W,966032,691935,1657967
1958,03/31/2008,W,1008940,622143,1631083
1959,09/11/2009,W,1114404,743271,1857675
1960,12/06/2018,W,820745,757102,1577847
1961,05/19/2003,W,961806,579665,1541471
1962,09/03/2015,W,907453,800062,1707515
1963,12/15/2017,W,780679,700482,1481161
1964,05/08/2010,A,608071,379017,987088
1965,06/03/2018,U,383320,342776,726096
1966,08/30/2021,W,452128,283312,735440
1967,05/21/2013,W,1013059,689412,1702471
1968,10/30/2019,W,733054,721966,1455020
1969,03/07/2001,W,1028462,616666,1645128
1970,08/02/2006,W,872246,628299,1500545
1971,02/02/2017,W,829125,736551,1565676
1972,02/29/2008,W,1049773,618230,1668003
1973,02/15/2004,U,368733,191759,560492
1974,05/07/2024,W,572181,412646,984827
1975,10/04/2022,W,539617,387120,926737
1976,05/26/2010,W,1004824,688396,1693220
1977,09/24/2014,W,961323,833600,1794923
1978,02/05/2009,W,1064605,643718,1708323
1979,03/03/2002,U,331715,174890,506605
1980,04/01/2013,W,980489,708026,1688515
1981,06/28/2005,W,870601,632227,1502828
1982,01/09/2008,W,1023189,604515,1627704
1983,09/10/2003,W,1019275,645858,1665133
1984,04/20/2024,A,406861,279746,686607
1985,07/21/2008,W,1024212,635587,1659799
1986,06/12/2005,U,446785,287623,734408
1987,04/03/2010,A,583966,340842,924808
1988,11/20/2016,U,345895,315179,661074
1989,02/12/2011,A,663253,415060,1078313
1990,05/30/2010,U,480340,367778,848118
1991,04/18/2013,W,811655,693760,1505415
1992,01/09/2012,W,968136,683105,1651241
1993,11/24/2003,W,897941,583860,1481801
1994,02/15/2022,W,434683,282736,717419
1995,10/08/2005,A,638239,378215,1016454
1996,10/21/2001,U,433014,213638,646652
1997,08/13/2010,W,918501,665794,1584295
1998,05/19/2009,W,1072111,650975,1723086
1999,04/04/2024,W,575373,401414,976787
2000,03/07/2002,W,1008102,594952,1603054
2001,10/06/2017,W,841999,805746,1647745
2002,04/03/2014,W,917123,765726,1682849
2003,04/21/2022,W,455139,339779,794918
2004,07/13/2003,U,421579,257051,678630
2005,03/16/2003,U,429227,235438,664665
2006,01/16/2016,A,486797,404212,891009
2007,06/10/2003,W,940459,596552,1537011
2008,08/17/2004,W,847772,547281,1395053
2009,03/16/2013,A,626782,610526,1237308
2010,08/17/2012,W,985722,734329,1720051
2011,03/19/2019,W,812217,727732,1539949
2012,05/08/2003,W,984692,605164,1589856
2013,11/24/2020,W,264500,135119,399619
2014,08/24/2005,W,909467,616129,1525596
2015,11/14/2018,W,820013,766177,1586190
2016,08/06/2002,W,955681,592722,1548403
2017,09/19/2005,W,1033841,657717,1691558
2018,03/23/2003,U,410745,215626,626371
2019,05/26/2001,A,512958,269276,782234
2020,05/24/2021,W,338290,196524,534814
2021,02/02/2020,U,352056,253149,605205
2022,02/17/2022,W,365062,260175,625237
2023,02/11/2005,W,999975,566136,1566111
2024,11/23/2004,W,1019132,616805,1635937
2025,05/19/2001,A,645603,315487,961090
2026,04/14/2006,W,804781,551524,1356305
2027,08/04/2024,U,330850,304125,634975
2028,03/24/2012,A,641412,430070,1071482
2029,05/16/2017,W,843103,768941,1612044
2030,10/21/2015,W,955633,882188,1837821
2031,10/06/2022,W,528937,407379,936316
2032,08/24/2008,U,547427,295072,842499
2033,05/23/2022,W,456515,297901,754416
2034,11/23/2017,U,263654,208426,472080
2035,11/08/2010,W,1046515,709569,1756084
2036,05/10/2017,W,821006,736258,1557264
2037,08/02/2019,W,740366,804952,1545318
2038,10/29/2011,A,665331,469295,1134626
2039,09/24/2018,W,829917,806181,1636098
2040,06/05/2018,W,826465,778366,1604831
2041,03/22/2013,W,1003565,721149,1724714
2042,05/22/2004,A,571606,316714,888320
2043,02/03/2013,U,396422,271153,667575
2044,10/18/2013,W,1024958,784891,1809849
2045,03/21/2009,A,684551,377094,1061645
2046,07/07/2014,W,821674,704301,1525975
2047,02/07/2005,W,987016,578699,1565715
2048,05/14/2013,W,1006636,750210,1756846
2049,08/04/2016,W,783253,755236,1538489
2050,06/10/2002,W,944065,583512,1527577
2051,06/19/2009,W,868477,622117,1490594
2052,08/22/2024,W,529364,377301,906665
2053,03/23/2002,A,617210,290118,907328
2054,03/31/2013,U,402842,267293,670135
2055,08/02/2022,W,451890,335737,787627
2056,03/25/2009,W,1052157,625381,1677538
2057,01/05/2022,W,261752,177105,438857
2058,04/05/2021,W,313426,166404,479830
2059,09/27/2008,A,753562,409500,1163062
2060,05/11/2014,U,402497,321063,723560
2061,01/03/2017,W,690503,650650,1341153
2062,12/04/2016,U,333825,312904,646729
2063,03/16/2012,W,1044828,774035,1818863
2064,07/08/2015,W,848028,813381,1661409
2065,06/10/2007,U,466294,291979,758273
2066,04/13/2022,W,375870,290641,666511
2067,07/11/2006,W,873419,605343,1478762
2068,09/05/2001,W,1047878,644950,1692828
2069,11/06/2018,W,836999,764653,1601652
2070,11/29/2006,W,976231,634505,1610736
2071,04/18/2011,W,861574,655013,1516587
2072,03/21/2004,U,365502,189403,554905
2073,09/18/2001,W,1039365,626518,1665883
2074,03/02/2001,W,1062234,611578,1673812
2075,10/26/2013,A,578216,492032,1070248
2076,07/09/2011,A,688403,487196,1175599
2077,03/23/2011,W,1000324,667467,1667791
2078,09/22/2013,U,445308,368372,813680
2079,06/18/2010,W,940534,693973,1634507
2080,09/08/2015,W,885886,756110,1641996
2081,02/02/2002,A,614544,273954,888498
2082,05/04/2015,W,933337,756442,1689779
2083,11/09/2003,U,383993,221796,605789
2084,11/26/2014,W,738720,652762,1391482
2085,10/14/2002,W,806818,542057,1348875
2086,12/27/2008,A,510369,254291,764660
2087,11/18/2016,W,819907,792361,1612268
2088,05/03/2003,A,645503,335590,981093
2089,07/23/2007,W,937452,613805,1551257
2090,07/04/2024,U,319593,237409,557002
2091,02/01/2019,W,683059,648091,1331150
2092,08/22/2009,A,713225,393634,1106859
2093,08/12/2014,W,772713,719699,1492412
2094,12/28/2008,U,397897,219334,617231
2095,03/05/2001,W,863086,549759,1412845
2096,06/27/2004,U,430542,324978,755520
2097,03/26/2020,W,211746,100860,312606
2098,07/20/2006,W,827202,644150,1471352
2099,02/15/2002,W,1007654,589737,1597391
2100,08/07/2012,W,939745,710734,1650479
2101,06/26/2013,W,866326,690875,1557201
2102,09/11/2014,W,953091,833378,1786469
2103,02/16/2011,W,1050045,709634,1759679
2104,12/23/2019,W,601685,501524,1103209
2105,09/13/2018,W,851071,821484,1672555
2106,09/30/2017,A,524516,482974,1007490
2107,08/16/2004,W,836413,531860,1368273
2108,07/03/2004,A,587961,418005,1005966
2109,02/20/2006,W,681948,453199,1135147
2110,09/04/2003,W,1040002,652383,1692385
2111,06/20/2018,W,741682,763084,1504766
2112,10/28/2008,W,1129560,690269,1819829
2113,09/19/2013,W,1000885,791208,1792093
2114,10/29/2016,A,539098,627116,1166214
2115,07/06/2013,A,619632,463509,1083141
2116,12/26/2006,W,652808,377449,1030257
2117,03/02/2018,W,838965,719445,1558410
2118,02/04/2001,U,404212,178398,582610
2119,05/27/2018,U,382202,375810,758012
2120,11/30/2023,W,559855,396342,956197
2121,11/30/2013,A,594111,419067,1013178
2122,06/02/2005,W,1015376,603865,1619241
2123,04/29/2003,W,958977,595629,1554606
2124,11/04/2013,W,978017,788454,1766471
2125,01/03/2023,W,383247,275846,659093
2126,05/23/2017,W,799986,753184,1553170
2127,08/22/2012,W,993443,741288,1734731
2128,02/08/2012,W,1069324,738273,1807597
2129,10/14/2021,W,466987,336464,803451
2130,11/30/2024,A,308864,217565,526429
2131,11/18/2018,U,339408,316014,655422
2132,12/04/2012,W,1067467,747543,1815010
2133,10/12/2013,A,597479,497092,1094571
2134,07/24/2007,W,935763,624166,1559929
2135,11/22/2004,W,1018065,606086,1624151
2136,10/07/2011,W,1074577,783590,1858167
2137,07/18/2001,W,935427,612765,1548192
2138,02/20/2023,W,371110,251523,622633
2139,05/13/2018,U,335726,306051,641777
2140,01/02/2016,A,448859,365509,814368
2141,06/22/2016,W,707452,755165,1462617
2142,02/08/2007,W,948308,591797,1540105
2143,10/10/2002,W,1072954,655002,1727956
2144,07/04/2007,U,486961,349716,836677
2145,05/20/2002,W,994112,582646,1576758
2146,07/05/2021,U,237811,178415,416226
2147,03/18/2021,W,293346,160989,454335
2148,02/18/2015,W,833785,707746,1541531
2149,01/07/2005,W,915274,554769,1470043
2150,02/14/2016,U,339238,314191,653429
2151,05/21/2015,W,921476,784762,1706238
2152,07/23/2001,W,854318,574685,1429003
2153,03/29/2019,W,764086,667916,1432002
2154,07/04/2010,U,517771,431068,948839
2155,09/29/2014,W,934648,793644,1728292
2156,02/14/2021,U,121070,73603,194673
2157,07/21/2020,W,297659,148632,446291
2158,11/22/2024,W,583958,431451,1015409
2159,09/23/2023,A,381816,312772,694588
2160,06/15/2010,W,948177,686852,1635029
2161,10/21/2018,U,353981,332004,685985
2162,01/10/2008,W,998489,602398,1600887
2163,01/14/2004,W,956180,591625,1547805
2164,08/19/2020,W,317835,158653,476488
2165,09/14/2002,A,642689,327322,970011
2166,08/16/2001,W,800887,581402,1382289
2167,04/15/2014,W,844484,734464,1578948
2168,09/09/2002,W,1071206,630453,1701659
2169,06/10/2009,W,1010707,655620,1666327
2170,07/29/2017,A,496951,462430,959381
2171,10/06/2004,W,1049585,633595,1683180
2172,09/28/2004,W,1032855,651704,1684559
2173,09/02/2024,U,325776,239695,565471
2174,10/11/2015,U,400140,558033,958173
2175,12/20/2018,W,762587,682043,1444630
2176,01/17/2015,A,539500,417756,957256
2177,06/19/2021,A,276925,238075,515000
2178,05/20/2017,A,441093,396705,837798
2179,06/18/2019,W,783381,747919,1531300
2180,06/16/2011,W,960885,741999,1702884
2181,10/24/2013,W,1007402,810665,1818067
2182,03/16/2023,W,499382,360728,860110
2183,02/14/2008,W,1074632,640598,1715230
2184,12/12/2005,W,974895,603601,1578496
2185,09/17/2017,U,386719,379480,766199
2186,01/22/2003,W,912033,572491,1484524
2187,03/17/2014,W,932779,763579,1696358
2188,04/02/2005,A,663367,322162,985529
2189,07/20/2023,W,502681,414002,916683
2190,06/11/2019,W,812806,748133,1560939
2191,02/16/2012,W,1058911,736170,1795081
2192,06/17/2022,W,438575,356445,795020
2193,04/03/2017,W,840610,743301,1583911
2194,12/26/2023,W,360458,208665,569123
2195,03/08/2018,W,813217,734447,1547664
2196,12/22/2013,U,374537,310920,685457
2197,07/11/2007,W,973860,629790,1603650
2198,10/16/2019,W,845543,782133,1627676
2199,10/25/2008,A,718718,391521,1110239
2200,08/11/2013,U,459030,365118,824148
2201,09/30/2011,W,1066348,757321,1823669
2202,09/05/2008,W,1171756,698545,1870301
2203,08/06/2017,U,376669,430711,807380
2204,05/01/2007,W,1096741,680365,1777106
2205,09/05/2020,A,239660,134087,373747
2206,04/19/2017,W,811178,757251,1568429
2207,02/22/2023,W,445175,320183,765358
2208,08/24/2015,W,824140,774207,1598347
2209,08/05/2010,W,949218,698256,1647474
2210,09/08/2014,W,956395,786501,1742896
2211,09/02/2013,U,454573,344582,799155
2212,05/15/2003,W,971525,598384,1569909
2213,01/14/2001,U,373091,174842,547933
2214,05/16/2006,W,994913,648507,1643420
2215,09/14/2023,W,587439,437320,1024759
2216,06/08/2016,W,866785,791667,1658452
2217,11/13/2005,U,416141,247977,664118
2218,10/21/2023,A,364186,309900,674086
2219,03/12/2019,W,816229,729476,1545705
2220,05/03/2022,W,427088,304189,731277
2221,06/29/2017,W,747180,778070,1525250
2222,10/31/2014,W,894082,800198,1694280
2223,08/19/2024,W,498548,335708,834256
2224,09/05/2015,A,571868,528694,1100562
2225,10/04/2020,U,179954,100387,280341
2226,07/22/2004,W,858154,598156,1456310
2227,03/25/2020,W,229414,106913,336327
2228,05/18/2019,A,448115,388373,836488
2229,01/06/2024,A,308872,196983,505855
2230,07/03/2005,U,559176,517599,1076775
2231,10/13/2006,W,1014747,680633,1695380
2232,02/11/2014,W,923651,743715,1667366
2233,09/27/2021,W,458134,298532,756666
2234,02/14/2013,W,1054969,758213,1813182
2235,12/08/2012,A,642192,467324,1109516
2236,07/28/2022,W,448728,380517,829245
2237,08/24/2003,U,408305,227185,635490
2238,06/07/2002,W,1036716,606193,1642909
2239,01/08/2023,U,209397,145377,354774
2240,04/21/2001,A,603039,293701,896740
2241,06/12/2022,U,224348,193587,417935
2242,06/17/2024,W,500089,363300,863389
2243,09/01/2016,W,847144,784336,1631480
2244,09/11/2016,U,397693,354732,752425
2245,01/10/2013,W,964506,693642,1658148
2246,02/24/2005,W,982207,599568,1581775
2247,07/05/2012,W,833954,628259,1462213
2248,08/14/2023,W,408865,290559,699424
2249,08/06/2004,W,918834,576089,1494923
2250,01/18/2001,W,1006996,618832,1625828
2251,10/02/2022,U,230938,198343,429281
2252,05/12/2019,U,336476,298999,635475
2253,07/19/2015,U,440059,443655,883714
2254,10/31/2021,U,203393,183268,386661
2255,06/05/2001,W,935443,606051,1541494
2256,02/25/2004,W,967236,596639,1563875
2257,12/06/2015,U,411174,360066,771240
2258,04/20/2005,W,963837,600039,1563876
2259,03/10/2011,W,1019921,707389,1727310
2260,08/06/2003,W,883115,581895,1465010
2261,05/13/2021,W,347914,205589,553503
2262,05/16/2003,W,999630,589910,1589540
2263,07/30/2017,U,385002,349892,734894
2264,10/26/2001,W,981933,613047,1594980
2265,11/20/2013,W,974233,788003,1762236
2266,01/02/2023,U,254124,165797,419921
2267,02/25/2014,W,933471,752744,1686215
2268,05/19/2015,W,902867,759919,1662786
2269,02/26/2015,W,857402,755359,1612761
2270,10/03/2009,A,715566,415308,1130874
2271,09/16/2024,W,607976,412568,1020544
2272,11/30/2018,W,840494,760471,1600965
2273,09/07/2013,A,634809,510149,1144958
2274,03/19/2006,U,413687,225740,639427
2275,05/09/2001,W,1041324,619928,1661252
2276,10/18/2017,W,888806,831089,1719895
2277,11/10/2010,W,1065459,729087,1794546
2278,01/06/2003,W,982617,574868,1557485
2279,10/02/2014,W,960602,820764,1781366
2280,04/01/2012,U,477703,321629,799332
2281,09/25/2010,A,647044,486430,1133474
2282,05/04/2006,W,1047587,665514,1713101
2283,01/30/2001,W,982046,607858,1589904
2284,10/08/2012,W,977879,713083,1690962
2285,02/19/2021,W,287852,156832,444684
2286,08/18/2004,W,845492,550495,1395987
2287,08/19/2005,W,934667,602164,1536831
2288,06/30/2004,W,906761,639979,1546740
2289,02/04/2020,W,806946,710072,1517018
2290,08/24/2019,A,499355,424284,923639
2291,04/05/2012,W,933666,750000,1683666
2292,01/11/2009,U,390151,219600,609751
2293,02/15/2010,W,722405,483572,1205977
2294,07/06/2008,U,520542,324341,844883
2295,11/22/2010,W,957125,667375,1624500
2296,09/04/2021,A,288744,249857,538601
2297,04/07/2018,A,466492,404650,871142
2298,08/28/2017,W,761796,740387,1502183
2299,09/02/2019,U,374967,328376,703343
2300,09/16/2015,W,956622,840594,1797216
2301,12/28/2023,W,392855,253397,646252
2302,03/07/2011,W,889994,640899,1530893
2303,01/17/2005,W,539410,349284,888694
2304,02/11/2012,A,591333,399462,990795
2305,10/31/2003,W,996142,628603,1624745
2306,09/16/2023,A,352049,340865,692914
2307,04/16/2012,W,996333,713598,1709931
2308,06/23/2010,W,820493,627767,1448260
2309,02/20/2007,W,1030943,626057,1657000
2310,12/20/2021,W,346355,235596,581951
